01.06.2023 09:00;TRX;3997,9;879
01.06.2023 09:00;NGL;5000,83;510
01.06.2023 09:00;TRX;3991,7;562
01.06.2023 09:00;TRX;3995,39;988
01.06.2023 09:00;NGL;4995,95;352
01.06.2023 09:00;TRX;3998,71;946
01.06.2023 09:00;TRX;4001,23;848
01.06.2023 09:00;NGL;4992,34;893
01.06.2023 09:00;NGL;4994,02;257
01.06.2023 09:00;NGL;4994,58;576
01.06.2023 09:00;NGL;4998,97;159
01.06.2023 09:00;NGL;5002,94;985
01.06.2023 09:00;MEGA;2997,95;8
01.06.2023 09:00;TRX;3997,65;888
01.06.2023 09:00;NGL;5004,21;974
01.06.2023 09:00;NGL;5008,07;941
01.06.2023 09:00;NGL;5011,98;114
01.06.2023 09:00;TRX;4005,06;912
01.06.2023 09:00;TRX;4007,34;119
01.06.2023 09:00;NGL;5007,03;191
01.06.2023 09:00;TRX;4001,08;165
01.06.2023 09:00;NGL;5006,77;395
01.06.2023 09:00;TRX;3998,69;722
01.06.2023 09:00;NGL;5008,26;905
01.06.2023 09:00;MEGA;3000;319
01.06.2023 09:00;TRX;4002,32;563
01.06.2023 09:00;NGL;5009,11;897
01.06.2023 09:00;TRX;3999,84;884
01.06.2023 09:00;NGL;5011,15;895
01.06.2023 09:00;MEGA;2998,21;402
01.06.2023 09:00;TRX;4004,31;61
01.06.2023 09:00;TRX;4008,26;663
01.06.2023 09:00;NGL;5007,21;502
01.06.2023 09:01;TRX;4013,73;281
01.06.2023 09:01;TRX;4014,95;60
01.06.2023 09:01;TRX;4008,92;975
01.06.2023 09:01;NGL;5002,51;529
01.06.2023 09:01;TRX;4009,25;571
01.06.2023 09:01;TRX;4004,78;207
01.06.2023 09:01;NGL;5004,07;163
01.06.2023 09:01;NGL;5001,07;540
01.06.2023 09:01;NGL;5000,71;689
01.06.2023 09:01;TRX;4002,65;587
01.06.2023 09:01;NGL;4998,71;55
01.06.2023 09:01;TRX;4008,34;763
01.06.2023 09:01;MEGA;2998,38;11
01.06.2023 09:01;NGL;5002,59;314
01.06.2023 09:01;TRX;4006,75;375
01.06.2023 09:01;NGL;5003,77;781
01.06.2023 09:01;MEGA;3000,8;936
01.06.2023 09:01;NGL;5007,58;796
01.06.2023 09:01;NGL;5005,57;949
01.06.2023 09:01;NGL;5002,7;302
01.06.2023 09:01;NGL;5007,04;152
01.06.2023 09:01;NGL;5006,48;713
01.06.2023 09:01;NGL;5001,84;46
01.06.2023 09:01;NGL;5000,48;329
01.06.2023 09:01;NGL;5002,03;552
01.06.2023 09:01;NGL;5006,07;670
01.06.2023 09:01;TRX;4004,99;327
01.06.2023 09:01;NGL;5003,48;571
01.06.2023 09:01;TRX;4000,45;34
01.06.2023 09:01;NGL;5007,71;302
01.06.2023 09:01;NGL;5005,15;378
01.06.2023 09:01;ABC;999,99;867
01.06.2023 09:01;TRX;4000,43;461
01.06.2023 09:01;NGL;5006,69;287
01.06.2023 09:01;TRX;4005,24;3
01.06.2023 09:01;NGL;5004,85;77
01.06.2023 09:01;NGL;5006,91;827
01.06.2023 09:01;NGL;5008,27;494
01.06.2023 09:01;TRX;4005,65;411
01.06.2023 09:01;MEGA;3001,6;12
01.06.2023 09:01;TRX;4005,87;279
01.06.2023 09:02;NGL;5011,84;560
01.06.2023 09:02;TRX;4006,71;34
01.06.2023 09:02;MEGA;3001,63;191
01.06.2023 09:02;MEGA;3002,6;960
01.06.2023 09:02;MEGA;3003,82;650
01.06.2023 09:02;TRX;4010,19;339
01.06.2023 09:02;ABC;999,99;18
01.06.2023 09:02;NGL;5010,12;247
01.06.2023 09:02;TRX;4005,72;349
01.06.2023 09:02;MEGA;3005,39;215
01.06.2023 09:02;TRX;4004,83;165
01.06.2023 09:02;MEGA;3004,8;290
01.06.2023 09:02;TRX;4003,97;445
01.06.2023 09:02;NGL;5006;192
01.06.2023 09:02;TRX;3998,68;855
01.06.2023 09:02;MEGA;3002,44;476
01.06.2023 09:02;TRX;3998,02;19
01.06.2023 09:02;NGL;5009,33;141
01.06.2023 09:02;TRX;3994,07;903
01.06.2023 09:02;NGL;5004,46;379
01.06.2023 09:02;TRX;3997,15;994
01.06.2023 09:02;TRX;3997,98;197
01.06.2023 09:02;NGL;5003,37;827
01.06.2023 09:02;TRX;4004,78;507
01.06.2023 09:02;TRX;4007,47;607
01.06.2023 09:02;TRX;4008,88;40
01.06.2023 09:02;NGL;5007,1;234
01.06.2023 09:02;TRX;4008,28;610
01.06.2023 09:02;NGL;5005,75;884
01.06.2023 09:02;NGL;5006,06;929
01.06.2023 09:02;NGL;5003,63;368
01.06.2023 09:02;MEGA;3000,04;494
01.06.2023 09:02;NGL;5001,52;408
01.06.2023 09:02;NGL;5004,57;962
01.06.2023 09:02;NGL;5001,18;746
01.06.2023 09:02;NGL;5004,36;545
01.06.2023 09:02;NGL;5004,46;994
01.06.2023 09:03;NGL;5008,74;212
01.06.2023 09:03;NGL;5003,74;565
01.06.2023 09:03;TRX;4004,57;28
01.06.2023 09:03;TRX;4006,44;69
01.06.2023 09:03;NGL;5006;505
